pred_col,level_type,text_col_1,text_col_2
QA_RT,Adv,gunning_fog_index,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,gunning_fog_index,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,gunning_fog_index,lexile
QA_RT,Adv,gunning_fog_index,text_evaluator
QA_RT,Adv,gunning_fog_index,gpt-4o_simple_prompt
QA_RT,Adv,gunning_fog_index,gpt-5_simple_prompt
QA_RT,Adv,gunning_fog_index,gemini-2.0-flash_simple_prompt
QA_RT,Adv,gunning_fog_index,gemini-2.5-pro_simple_prompt
QA_RT,Adv,gunning_fog_index,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,gunning_fog_index,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,gunning_fog_index,gpt-4o_clear_specific_prompt
QA_RT,Adv,gunning_fog_index,gpt-5_clear_specific_prompt
QA_RT,Adv,gunning_fog_index,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,gunning_fog_index,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,gunning_fog_index,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,gunning_fog_index,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,ARI,SBERT
QA_RT,Adv,ARI,gpt-4o_clear_prompt
QA_RT,Adv,ARI,gpt-5_clear_prompt
QA_RT,Adv,ARI,gemini-2.0-flash_clear_prompt
QA_RT,Adv,ARI,gemini-2.5-pro_clear_prompt
QA_RT,Adv,ARI,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,ARI,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,ARI,lexile
QA_RT,Adv,ARI,text_evaluator
QA_RT,Adv,ARI,gpt-4o_simple_prompt
QA_RT,Adv,ARI,gpt-5_simple_prompt
QA_RT,Adv,ARI,gemini-2.0-flash_simple_prompt
QA_RT,Adv,ARI,gemini-2.5-pro_simple_prompt
QA_RT,Adv,ARI,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,ARI,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,ARI,gpt-4o_clear_specific_prompt
QA_RT,Adv,ARI,gpt-5_clear_specific_prompt
QA_RT,Adv,ARI,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,ARI,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,ARI,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,ARI,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,smog_index,SBERT
QA_RT,Adv,smog_index,gpt-4o_clear_prompt
QA_RT,Adv,smog_index,gpt-5_clear_prompt
QA_RT,Adv,smog_index,gemini-2.0-flash_clear_prompt
QA_RT,Adv,smog_index,gemini-2.5-pro_clear_prompt
QA_RT,Adv,smog_index,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,smog_index,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,smog_index,lexile
QA_RT,Adv,smog_index,text_evaluator
QA_RT,Adv,smog_index,gpt-4o_simple_prompt
QA_RT,Adv,smog_index,gpt-5_simple_prompt
QA_RT,Adv,smog_index,gemini-2.0-flash_simple_prompt
QA_RT,Adv,smog_index,gemini-2.5-pro_simple_prompt
QA_RT,Adv,smog_index,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,smog_index,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,smog_index,gpt-4o_clear_specific_prompt
QA_RT,Adv,smog_index,gpt-5_clear_specific_prompt
QA_RT,Adv,smog_index,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,smog_index,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,smog_index,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,smog_index,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,coleman_liau_index,SBERT
QA_RT,Adv,coleman_liau_index,gpt-4o_clear_prompt
QA_RT,Adv,coleman_liau_index,gpt-5_clear_prompt
QA_RT,Adv,coleman_liau_index,gemini-2.0-flash_clear_prompt
QA_RT,Adv,coleman_liau_index,gemini-2.5-pro_clear_prompt
QA_RT,Adv,coleman_liau_index,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,coleman_liau_index,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,coleman_liau_index,lexile
QA_RT,Adv,coleman_liau_index,text_evaluator
QA_RT,Adv,coleman_liau_index,gpt-4o_simple_prompt
QA_RT,Adv,coleman_liau_index,gpt-5_simple_prompt
QA_RT,Adv,coleman_liau_index,gemini-2.0-flash_simple_prompt
QA_RT,Adv,coleman_liau_index,gemini-2.5-pro_simple_prompt
QA_RT,Adv,coleman_liau_index,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,coleman_liau_index,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,coleman_liau_index,gpt-4o_clear_specific_prompt
QA_RT,Adv,coleman_liau_index,gpt-5_clear_specific_prompt
QA_RT,Adv,coleman_liau_index,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,coleman_liau_index,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,coleman_liau_index,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,coleman_liau_index,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,flesch_kincaid_grade_score,SBERT
QA_RT,Adv,flesch_kincaid_grade_score,gpt-4o_clear_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gpt-5_clear_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gemini-2.0-flash_clear_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gemini-2.5-pro_clear_prompt
QA_RT,Adv,flesch_kincaid_grade_score,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,flesch_kincaid_grade_score,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,flesch_kincaid_grade_score,lexile
QA_RT,Adv,flesch_kincaid_grade_score,text_evaluator
QA_RT,Adv,flesch_kincaid_grade_score,gpt-4o_simple_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gpt-5_simple_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gemini-2.0-flash_simple_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gemini-2.5-pro_simple_prompt
QA_RT,Adv,flesch_kincaid_grade_score,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,flesch_kincaid_grade_score,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gpt-4o_clear_specific_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gpt-5_clear_specific_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,flesch_kincaid_grade_score,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,flesch_kincaid_grade_score,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,flesch_kincaid_grade_score,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,CML2RI,SBERT
QA_RT,Adv,CML2RI,gpt-4o_clear_prompt
QA_RT,Adv,CML2RI,gpt-5_clear_prompt
QA_RT,Adv,CML2RI,gemini-2.0-flash_clear_prompt
QA_RT,Adv,CML2RI,gemini-2.5-pro_clear_prompt
QA_RT,Adv,CML2RI,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,CML2RI,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,CML2RI,lexile
QA_RT,Adv,CML2RI,text_evaluator
QA_RT,Adv,CML2RI,gpt-4o_simple_prompt
QA_RT,Adv,CML2RI,gpt-5_simple_prompt
QA_RT,Adv,CML2RI,gemini-2.0-flash_simple_prompt
QA_RT,Adv,CML2RI,gemini-2.5-pro_simple_prompt
QA_RT,Adv,CML2RI,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,CML2RI,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,CML2RI,gpt-4o_clear_specific_prompt
QA_RT,Adv,CML2RI,gpt-5_clear_specific_prompt
QA_RT,Adv,CML2RI,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,CML2RI,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,CML2RI,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,CML2RI,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,CAREC,SBERT
QA_RT,Adv,CAREC,gpt-4o_clear_prompt
QA_RT,Adv,CAREC,gpt-5_clear_prompt
QA_RT,Adv,CAREC,gemini-2.0-flash_clear_prompt
QA_RT,Adv,CAREC,gemini-2.5-pro_clear_prompt
QA_RT,Adv,CAREC,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,CAREC,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,CAREC,lexile
QA_RT,Adv,CAREC,text_evaluator
QA_RT,Adv,CAREC,gpt-4o_simple_prompt
QA_RT,Adv,CAREC,gpt-5_simple_prompt
QA_RT,Adv,CAREC,gemini-2.0-flash_simple_prompt
QA_RT,Adv,CAREC,gemini-2.5-pro_simple_prompt
QA_RT,Adv,CAREC,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,CAREC,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,CAREC,gpt-4o_clear_specific_prompt
QA_RT,Adv,CAREC,gpt-5_clear_specific_prompt
QA_RT,Adv,CAREC,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,CAREC,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,CAREC,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,CAREC,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,CARES,SBERT
QA_RT,Adv,CARES,gpt-4o_clear_prompt
QA_RT,Adv,CARES,gpt-5_clear_prompt
QA_RT,Adv,CARES,gemini-2.0-flash_clear_prompt
QA_RT,Adv,CARES,gemini-2.5-pro_clear_prompt
QA_RT,Adv,CARES,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,CARES,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,CARES,lexile
QA_RT,Adv,CARES,text_evaluator
QA_RT,Adv,CARES,gpt-4o_simple_prompt
QA_RT,Adv,CARES,gpt-5_simple_prompt
QA_RT,Adv,CARES,gemini-2.0-flash_simple_prompt
QA_RT,Adv,CARES,gemini-2.5-pro_simple_prompt
QA_RT,Adv,CARES,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,CARES,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,CARES,gpt-4o_clear_specific_prompt
QA_RT,Adv,CARES,gpt-5_clear_specific_prompt
QA_RT,Adv,CARES,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,CARES,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,CARES,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,CARES,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,SBERT,gpt-4o_clear_prompt
QA_RT,Adv,SBERT,gpt-5_clear_prompt
QA_RT,Adv,SBERT,gemini-2.0-flash_clear_prompt
QA_RT,Adv,SBERT,gemini-2.5-pro_clear_prompt
QA_RT,Adv,SBERT,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,SBERT,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,SBERT,lexile
QA_RT,Adv,SBERT,text_evaluator
QA_RT,Adv,SBERT,cpidr_density
QA_RT,Adv,SBERT,avg_integration_cost
QA_RT,Adv,SBERT,avg_embedding_depth
QA_RT,Adv,SBERT,mean_entropy_pythia
QA_RT,Adv,SBERT,word_length
QA_RT,Adv,SBERT,wordFreq_frequency
QA_RT,Adv,SBERT,depid_density
QA_RT,Adv,SBERT,max_embedding_depth
QA_RT,Adv,SBERT,max_integration_cost
QA_RT,Adv,SBERT,total_integration_cost
QA_RT,Adv,SBERT,CAREC_M
QA_RT,Adv,SBERT,mean_entropy_gpt2
QA_RT,Adv,SBERT,gpt-4o_simple_prompt
QA_RT,Adv,SBERT,gpt-5_simple_prompt
QA_RT,Adv,SBERT,gemini-2.0-flash_simple_prompt
QA_RT,Adv,SBERT,gemini-2.5-pro_simple_prompt
QA_RT,Adv,SBERT,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,SBERT,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,SBERT,gpt-4o_clear_specific_prompt
QA_RT,Adv,SBERT,gpt-5_clear_specific_prompt
QA_RT,Adv,SBERT,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,SBERT,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,SBERT,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,SBERT,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,SBERT,Pythia 70M Mean
QA_RT,Adv,gpt-4o_clear_prompt,gpt-5_clear_prompt
QA_RT,Adv,gpt-4o_clear_prompt,gemini-2.0-flash_clear_prompt
QA_RT,Adv,gpt-4o_clear_prompt,gemini-2.5-pro_clear_prompt
QA_RT,Adv,gpt-4o_clear_prompt,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,gpt-4o_clear_prompt,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,gpt-4o_clear_prompt,lexile
QA_RT,Adv,gpt-4o_clear_prompt,text_evaluator
QA_RT,Adv,gpt-4o_clear_prompt,cpidr_density
QA_RT,Adv,gpt-4o_clear_prompt,avg_integration_cost
QA_RT,Adv,gpt-4o_clear_prompt,avg_embedding_depth
QA_RT,Adv,gpt-4o_clear_prompt,mean_entropy_pythia
QA_RT,Adv,gpt-4o_clear_prompt,word_length
QA_RT,Adv,gpt-4o_clear_prompt,wordFreq_frequency
QA_RT,Adv,gpt-4o_clear_prompt,depid_density
QA_RT,Adv,gpt-4o_clear_prompt,max_embedding_depth
QA_RT,Adv,gpt-4o_clear_prompt,max_integration_cost
QA_RT,Adv,gpt-4o_clear_prompt,total_integration_cost
QA_RT,Adv,gpt-4o_clear_prompt,CAREC_M
QA_RT,Adv,gpt-4o_clear_prompt,mean_entropy_gpt2
QA_RT,Adv,gpt-4o_clear_prompt,gpt-4o_simple_prompt
QA_RT,Adv,gpt-4o_clear_prompt,gpt-5_simple_prompt
QA_RT,Adv,gpt-4o_clear_prompt,gemini-2.0-flash_simple_prompt
QA_RT,Adv,gpt-4o_clear_prompt,gemini-2.5-pro_simple_prompt
QA_RT,Adv,gpt-4o_clear_prompt,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,gpt-4o_clear_prompt,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,gpt-4o_clear_prompt,gpt-4o_clear_specific_prompt
QA_RT,Adv,gpt-4o_clear_prompt,gpt-5_clear_specific_prompt
QA_RT,Adv,gpt-4o_clear_prompt,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,gpt-4o_clear_prompt,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,gpt-4o_clear_prompt,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,gpt-4o_clear_prompt,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,gpt-4o_clear_prompt,Pythia 70M Mean
QA_RT,Adv,gpt-5_clear_prompt,gemini-2.0-flash_clear_prompt
QA_RT,Adv,gpt-5_clear_prompt,gemini-2.5-pro_clear_prompt
QA_RT,Adv,gpt-5_clear_prompt,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,gpt-5_clear_prompt,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,gpt-5_clear_prompt,lexile
QA_RT,Adv,gpt-5_clear_prompt,text_evaluator
QA_RT,Adv,gpt-5_clear_prompt,cpidr_density
QA_RT,Adv,gpt-5_clear_prompt,avg_integration_cost
QA_RT,Adv,gpt-5_clear_prompt,avg_embedding_depth
QA_RT,Adv,gpt-5_clear_prompt,mean_entropy_pythia
QA_RT,Adv,gpt-5_clear_prompt,word_length
QA_RT,Adv,gpt-5_clear_prompt,wordFreq_frequency
QA_RT,Adv,gpt-5_clear_prompt,depid_density
QA_RT,Adv,gpt-5_clear_prompt,max_embedding_depth
QA_RT,Adv,gpt-5_clear_prompt,max_integration_cost
QA_RT,Adv,gpt-5_clear_prompt,total_integration_cost
QA_RT,Adv,gpt-5_clear_prompt,CAREC_M
QA_RT,Adv,gpt-5_clear_prompt,mean_entropy_gpt2
QA_RT,Adv,gpt-5_clear_prompt,gpt-4o_simple_prompt
QA_RT,Adv,gpt-5_clear_prompt,gpt-5_simple_prompt
QA_RT,Adv,gpt-5_clear_prompt,gemini-2.0-flash_simple_prompt
QA_RT,Adv,gpt-5_clear_prompt,gemini-2.5-pro_simple_prompt
QA_RT,Adv,gpt-5_clear_prompt,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,gpt-5_clear_prompt,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,gpt-5_clear_prompt,gpt-4o_clear_specific_prompt
QA_RT,Adv,gpt-5_clear_prompt,gpt-5_clear_specific_prompt
QA_RT,Adv,gpt-5_clear_prompt,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,gpt-5_clear_prompt,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,gpt-5_clear_prompt,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,gpt-5_clear_prompt,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,gpt-5_clear_prompt,Pythia 70M Mean
QA_RT,Adv,gemini-2.0-flash_clear_prompt,gemini-2.5-pro_clear_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,lexile
QA_RT,Adv,gemini-2.0-flash_clear_prompt,text_evaluator
QA_RT,Adv,gemini-2.0-flash_clear_prompt,cpidr_density
QA_RT,Adv,gemini-2.0-flash_clear_prompt,avg_integration_cost
QA_RT,Adv,gemini-2.0-flash_clear_prompt,avg_embedding_depth
QA_RT,Adv,gemini-2.0-flash_clear_prompt,mean_entropy_pythia
QA_RT,Adv,gemini-2.0-flash_clear_prompt,word_length
QA_RT,Adv,gemini-2.0-flash_clear_prompt,wordFreq_frequency
QA_RT,Adv,gemini-2.0-flash_clear_prompt,depid_density
QA_RT,Adv,gemini-2.0-flash_clear_prompt,max_embedding_depth
QA_RT,Adv,gemini-2.0-flash_clear_prompt,max_integration_cost
QA_RT,Adv,gemini-2.0-flash_clear_prompt,total_integration_cost
QA_RT,Adv,gemini-2.0-flash_clear_prompt,CAREC_M
QA_RT,Adv,gemini-2.0-flash_clear_prompt,mean_entropy_gpt2
QA_RT,Adv,gemini-2.0-flash_clear_prompt,gpt-4o_simple_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,gpt-5_simple_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,gemini-2.0-flash_simple_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,gemini-2.5-pro_simple_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,gpt-4o_clear_specific_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,gpt-5_clear_specific_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,gemini-2.0-flash_clear_prompt,Pythia 70M Mean
QA_RT,Adv,gemini-2.5-pro_clear_prompt,llama-3.3-70b-versatile_clear_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,lexile
QA_RT,Adv,gemini-2.5-pro_clear_prompt,text_evaluator
QA_RT,Adv,gemini-2.5-pro_clear_prompt,cpidr_density
QA_RT,Adv,gemini-2.5-pro_clear_prompt,avg_integration_cost
QA_RT,Adv,gemini-2.5-pro_clear_prompt,avg_embedding_depth
QA_RT,Adv,gemini-2.5-pro_clear_prompt,mean_entropy_pythia
QA_RT,Adv,gemini-2.5-pro_clear_prompt,word_length
QA_RT,Adv,gemini-2.5-pro_clear_prompt,wordFreq_frequency
QA_RT,Adv,gemini-2.5-pro_clear_prompt,depid_density
QA_RT,Adv,gemini-2.5-pro_clear_prompt,max_embedding_depth
QA_RT,Adv,gemini-2.5-pro_clear_prompt,max_integration_cost
QA_RT,Adv,gemini-2.5-pro_clear_prompt,total_integration_cost
QA_RT,Adv,gemini-2.5-pro_clear_prompt,CAREC_M
QA_RT,Adv,gemini-2.5-pro_clear_prompt,mean_entropy_gpt2
QA_RT,Adv,gemini-2.5-pro_clear_prompt,gpt-4o_simple_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,gpt-5_simple_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,gemini-2.0-flash_simple_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,gemini-2.5-pro_simple_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,gpt-4o_clear_specific_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,gpt-5_clear_specific_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,llama-3.3-70b-versatile_clear_specific_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,claude-sonnet-4-0_clear_specific_prompt
QA_RT,Adv,gemini-2.5-pro_clear_prompt,Pythia 70M Mean
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,claude-sonnet-4-0_clear_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,lexile
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,text_evaluator
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,cpidr_density
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,avg_integration_cost
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,avg_embedding_depth
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,mean_entropy_pythia
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,word_length
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,wordFreq_frequency
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,depid_density
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,max_embedding_depth
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,max_integration_cost
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,total_integration_cost
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,CAREC_M
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,mean_entropy_gpt2
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,gpt-4o_simple_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,gpt-5_simple_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,gemini-2.0-flash_simple_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,gemini-2.5-pro_simple_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,llama-3.3-70b-versatile_simple_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,claude-sonnet-4-0_simple_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,gpt-4o_clear_specific_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,gpt-5_clear_specific_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,gemini-2.0-flash_clear_specific_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,gemini-2.5-pro_clear_specific_prompt
QA_RT,Adv,llama-3.3-70b-versatile_clear_prompt,llama-3.3-70b-versatile_clear_specific_prompt
