resolution,row_index,col_index,pred_col,measure,bin_coef,bin_coef_p,bin_coef_star,increase_symbol,n_values
paragraph,0,1,mean_nonzero_TF,ARI,0.0013292268566614,0.5131219277452761,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,CAREC,0.0013850503555155,0.2303917632424044,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,CARES,-0.0016304458357157,0.1026622445599176,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,CML2RI,-0.0016751471715264,0.1250560908636814,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,PLL_bert-base-uncased,-6.676152337875438e-05,0.5547522243345638,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,Pythia 70M Mean,-0.0015586301110407,0.3423301115698499,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,SBERT,0.0003462336762496,0.8189467660465404,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,avg_embedding_depth,0.0009672661643224,0.5938879101592249,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,avg_integration_cost,-0.0007870875265928,0.0293830909365372,*,* -,5
paragraph,0,1,mean_nonzero_TF,claude-sonnet-4-0_clear_prompt,-0.0012227789159847,0.5420538103146756,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,coleman_liau_index,0.0013000854499121,0.3084062534017319,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,cpidr_density,0.0002651892188161,0.7740690732722755,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,dale_chall_score,-0.0004064626307751,0.6050446640468233,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,flesch_kincaid_grade_score,0.0011887055827202,0.6322953310388395,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,flesch_reading_ease,0.0013828921585044,0.5569858802269824,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,gemini-2.0-flash_clear_prompt,0.0016224321485321,0.2925219922095984,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,gemini-2.5-pro_clear_prompt,-0.0008341680800617,0.60653393099323,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,gpt-4o_clear_prompt,0.0006282290872827,0.4344871098005368,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,gpt-5_clear_prompt,0.0004943592535602,0.7430733070002778,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,gunning_fog_index,0.0006461526800071,0.7733731135212455,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,lexile,0.000850632431592,0.2068789813966822,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,llama-3.3-70b-versatile_clear_prompt,0.0002957776733068,0.8422609978305059,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,mean_entropy_pythia,-0.0012298773804835,0.268177944286748,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,smog_index,-0.0007584839332605,0.1289508645588858,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,text_evaluator,0.0001918901661074,0.9291872111020532,ns,ns +,5
paragraph,0,1,mean_nonzero_TF,wordFreq_frequency,-0.0013457608023554,0.3805351389645309,ns,ns -,5
paragraph,0,1,mean_nonzero_TF,word_length,0.0021089568715603,0.086052185275529,ns,ns +,5
sentence,1,0,SkipRateTotal,ARI,0.0013732865590688,0.0485083613671954,*,* +,5
sentence,1,0,SkipRateTotal,CAREC,0.0008465563498605,0.3875140603169461,ns,ns +,5
sentence,1,0,SkipRateTotal,CARES,0.0013706273818902,0.1679350160975184,ns,ns +,5
sentence,1,0,SkipRateTotal,CML2RI,0.0012958710423351,0.210869035559737,ns,ns +,5
sentence,1,0,SkipRateTotal,PLL_bert-base-uncased,0.0002188126994431,0.6450667341599869,ns,ns +,5
sentence,1,0,SkipRateTotal,Pythia 70M Mean,0.001569505897887,0.1885113131781614,ns,ns +,5
sentence,1,0,SkipRateTotal,SBERT,0.0007513311893963,0.3235032739577707,ns,ns +,5
sentence,1,0,SkipRateTotal,avg_embedding_depth,-0.0002963260946678,0.5710056684303991,ns,ns -,5
sentence,1,0,SkipRateTotal,avg_integration_cost,0.0005870087460323,0.1769283885515041,ns,ns +,5
sentence,1,0,SkipRateTotal,claude-sonnet-4-0_clear_prompt,0.0002117729948732,0.8169571191698324,ns,ns +,5
sentence,1,0,SkipRateTotal,coleman_liau_index,0.002427516109974,0.0244411415935098,*,* +,5
sentence,1,0,SkipRateTotal,cpidr_density,-0.0002857112710592,0.6534134471379305,ns,ns -,5
sentence,1,0,SkipRateTotal,dale_chall_score,0.0021029668485655,0.1332248763707288,ns,ns +,5
sentence,1,0,SkipRateTotal,flesch_kincaid_grade_score,-5.89733455266196e-05,0.933889895646454,ns,ns -,5
sentence,1,0,SkipRateTotal,flesch_reading_ease,0.0013172898450394,0.0698997474671634,ns,ns +,5
sentence,1,0,SkipRateTotal,gemini-2.0-flash_clear_prompt,-0.0006207100932991,0.4230572872840009,ns,ns -,5
sentence,1,0,SkipRateTotal,gemini-2.5-pro_clear_prompt,0.0007336904692225,0.3303886515124699,ns,ns +,5
sentence,1,0,SkipRateTotal,gpt-4o_clear_prompt,0.000716869047111,0.2747893885620748,ns,ns +,5
sentence,1,0,SkipRateTotal,gpt-5_clear_prompt,0.000444955688312,0.5461340353395212,ns,ns +,5
sentence,1,0,SkipRateTotal,gunning_fog_index,-0.0008114647448323,0.2030624977231483,ns,ns -,5
sentence,1,0,SkipRateTotal,lexile,-0.0007893172694288,0.2171932026426372,ns,ns -,5
sentence,1,0,SkipRateTotal,llama-3.3-70b-versatile_clear_prompt,-9.63120037030513e-06,0.9886070080234842,ns,ns -,5
sentence,1,0,SkipRateTotal,mean_entropy_pythia,0.0015116235640512,0.1299722076696433,ns,ns +,5
sentence,1,0,SkipRateTotal,text_evaluator,-0.0011677025372457,0.0956905075874174,ns,ns -,5
sentence,1,0,SkipRateTotal,wordFreq_frequency,0.0010977567036407,0.2569209726070814,ns,ns +,5
sentence,1,0,SkipRateTotal,word_length,0.0026431683327868,0.025486658189434,*,* +,5
paragraph,1,1,SkipRateTotal,ARI,0.0005540519573707,0.7932825121209599,ns,ns +,5
paragraph,1,1,SkipRateTotal,CAREC,-0.0002115722901139,0.8517630098498089,ns,ns -,5
paragraph,1,1,SkipRateTotal,CARES,-0.0017318214719241,0.3733174350227224,ns,ns -,5
paragraph,1,1,SkipRateTotal,CML2RI,0.000493132170778,0.2964108796261499,ns,ns +,5
paragraph,1,1,SkipRateTotal,PLL_bert-base-uncased,-0.0015891569346281,0.0129287413255518,*,* -,5
paragraph,1,1,SkipRateTotal,Pythia 70M Mean,-0.0003562659969367,0.8309616561336023,ns,ns -,5
paragraph,1,1,SkipRateTotal,SBERT,0.0004746478101818,0.7003333737061128,ns,ns +,5
paragraph,1,1,SkipRateTotal,avg_embedding_depth,0.0012612460749255,0.3513828602513141,ns,ns +,5
paragraph,1,1,SkipRateTotal,avg_integration_cost,0.0006866762026851,0.1096523322195178,ns,ns +,5
paragraph,1,1,SkipRateTotal,claude-sonnet-4-0_clear_prompt,0.0010373105779214,0.6485006687454447,ns,ns +,5
paragraph,1,1,SkipRateTotal,coleman_liau_index,0.0016654964019019,0.5149638506710473,ns,ns +,5
paragraph,1,1,SkipRateTotal,cpidr_density,0.0003103514398572,0.8006441751928572,ns,ns +,5
paragraph,1,1,SkipRateTotal,dale_chall_score,0.0006042279007114,0.6130165687031779,ns,ns +,5
paragraph,1,1,SkipRateTotal,flesch_kincaid_grade_score,0.0007007958697287,0.7154696052329872,ns,ns +,5
paragraph,1,1,SkipRateTotal,flesch_reading_ease,0.0013805735875749,0.5581825772564795,ns,ns +,5
paragraph,1,1,SkipRateTotal,gemini-2.0-flash_clear_prompt,-0.0006018964039291,0.73164890051387,ns,ns -,5
paragraph,1,1,SkipRateTotal,gemini-2.5-pro_clear_prompt,0.0016291289435642,0.4435431693851934,ns,ns +,5
paragraph,1,1,SkipRateTotal,gpt-4o_clear_prompt,0.0006896391017218,0.3503171655114797,ns,ns +,5
paragraph,1,1,SkipRateTotal,gpt-5_clear_prompt,-0.0011049669459776,0.3847860109819441,ns,ns -,5
paragraph,1,1,SkipRateTotal,gunning_fog_index,0.0004787083874782,0.7806423649325827,ns,ns +,5
paragraph,1,1,SkipRateTotal,lexile,0.0006422897572765,0.5411543363926101,ns,ns +,5
paragraph,1,1,SkipRateTotal,llama-3.3-70b-versatile_clear_prompt,0.0011755742342985,0.3038207570800841,ns,ns +,5
paragraph,1,1,SkipRateTotal,mean_entropy_pythia,0.0007020467528944,0.5797799594140938,ns,ns +,5
paragraph,1,1,SkipRateTotal,smog_index,0.0021406847254141,0.2218353202142873,ns,ns +,5
paragraph,1,1,SkipRateTotal,text_evaluator,0.0003856329468742,0.8151353205801558,ns,ns +,5
paragraph,1,1,SkipRateTotal,wordFreq_frequency,-0.0015809205578126,0.2683943073694388,ns,ns -,5
paragraph,1,1,SkipRateTotal,word_length,0.0015120854216954,0.5267363097876249,ns,ns +,5
sentence,2,0,RegRateTotal,ARI,0.0002492177712964,0.4425759956536828,ns,ns +,5
sentence,2,0,RegRateTotal,CAREC,0.0013144008165159,0.1041043509045424,ns,ns +,5
sentence,2,0,RegRateTotal,CARES,0.0003913418133355,0.1965595569953353,ns,ns +,5
sentence,2,0,RegRateTotal,CML2RI,0.0003691617893307,0.3274650339017488,ns,ns +,5
sentence,2,0,RegRateTotal,PLL_bert-base-uncased,0.0014324386870017,0.0611533503554312,ns,ns +,5
sentence,2,0,RegRateTotal,Pythia 70M Mean,0.0023201734496789,0.0049309582887352,**,** +,5
sentence,2,0,RegRateTotal,SBERT,0.0004602235210771,0.4038125689362356,ns,ns +,5
sentence,2,0,RegRateTotal,avg_embedding_depth,-0.0001368719246692,0.7660263901003881,ns,ns -,5
sentence,2,0,RegRateTotal,avg_integration_cost,-0.0003278458583375,0.2193464600750808,ns,ns -,5
sentence,2,0,RegRateTotal,claude-sonnet-4-0_clear_prompt,0.0009159401601321,0.3984131835755841,ns,ns +,5
sentence,2,0,RegRateTotal,coleman_liau_index,0.0004905929225693,0.3718552203206849,ns,ns +,5
sentence,2,0,RegRateTotal,cpidr_density,-7.89944427665651e-05,0.8452820457652592,ns,ns -,5
sentence,2,0,RegRateTotal,dale_chall_score,0.0012785639421451,0.0093002758290724,**,** +,5
sentence,2,0,RegRateTotal,flesch_kincaid_grade_score,4.560770184758947e-05,0.938183738867738,ns,ns +,5
sentence,2,0,RegRateTotal,flesch_reading_ease,0.0003425271235104,0.4413828836446483,ns,ns +,5
sentence,2,0,RegRateTotal,gemini-2.0-flash_clear_prompt,-0.0003541570033799,0.3874457790901507,ns,ns -,5
sentence,2,0,RegRateTotal,gemini-2.5-pro_clear_prompt,0.0009409948400122,0.1469948904621151,ns,ns +,5
sentence,2,0,RegRateTotal,gpt-4o_clear_prompt,0.0007107599717252,0.2210247467349156,ns,ns +,5
sentence,2,0,RegRateTotal,gpt-5_clear_prompt,7.509594844385486e-05,0.8774767320611292,ns,ns +,5
sentence,2,0,RegRateTotal,gunning_fog_index,6.633541263008564e-05,0.927961640908174,ns,ns +,5
sentence,2,0,RegRateTotal,lexile,-6.139845589697475e-05,0.9093987394985136,ns,ns -,5
sentence,2,0,RegRateTotal,llama-3.3-70b-versatile_clear_prompt,-0.0008698154126745,0.0205195326210772,*,* -,5
sentence,2,0,RegRateTotal,mean_entropy_pythia,0.0019224892585833,0.0406974854087831,*,* +,5
sentence,2,0,RegRateTotal,text_evaluator,-0.0001450863368896,0.772012045455442,ns,ns -,5
sentence,2,0,RegRateTotal,wordFreq_frequency,0.0011612867614629,0.0060546959210007,**,** +,5
sentence,2,0,RegRateTotal,word_length,0.0010278964591779,0.1274857840495267,ns,ns +,5
paragraph,2,1,RegRateTotal,ARI,-0.0002841876707443,0.4716546249034791,ns,ns -,5
paragraph,2,1,RegRateTotal,CAREC,-0.0005553577933057,0.7032382881438088,ns,ns -,5
paragraph,2,1,RegRateTotal,CARES,-0.0029026734465696,0.0048961813621538,**,** -,5
paragraph,2,1,RegRateTotal,CML2RI,0.0007653028666661,0.1798701359272516,ns,ns +,5
paragraph,2,1,RegRateTotal,PLL_bert-base-uncased,-0.0003261222738916,0.8011461096908012,ns,ns -,5
paragraph,2,1,RegRateTotal,Pythia 70M Mean,-0.0006134935930105,0.6570005749334951,ns,ns -,5
paragraph,2,1,RegRateTotal,SBERT,0.0001687784390924,0.698243881279575,ns,ns +,5
paragraph,2,1,RegRateTotal,avg_embedding_depth,0.0003701149501512,0.7718979149467335,ns,ns +,5
paragraph,2,1,RegRateTotal,avg_integration_cost,2.432814516579517e-05,0.979649237110924,ns,ns +,5
paragraph,2,1,RegRateTotal,claude-sonnet-4-0_clear_prompt,-4.190237922034905e-05,0.9831875685771444,ns,ns -,5
paragraph,2,1,RegRateTotal,coleman_liau_index,0.0003537343542301,0.5713745011752563,ns,ns +,5
paragraph,2,1,RegRateTotal,cpidr_density,-0.0004251325725815,0.5942906250887765,ns,ns -,5
paragraph,2,1,RegRateTotal,dale_chall_score,0.0011698313086357,0.3021946724639782,ns,ns +,5
paragraph,2,1,RegRateTotal,flesch_kincaid_grade_score,-0.0006014471006941,0.6683929504965351,ns,ns -,5
paragraph,2,1,RegRateTotal,flesch_reading_ease,-0.0005289225214161,0.7219629513900174,ns,ns -,5
paragraph,2,1,RegRateTotal,gemini-2.0-flash_clear_prompt,0.0010326950538643,0.520584631932367,ns,ns +,5
paragraph,2,1,RegRateTotal,gemini-2.5-pro_clear_prompt,-0.0005509673667832,0.4856467589343676,ns,ns -,5
paragraph,2,1,RegRateTotal,gpt-4o_clear_prompt,0.0001512826331862,0.927598540208811,ns,ns +,5
paragraph,2,1,RegRateTotal,gpt-5_clear_prompt,-0.0013291034697512,0.1395752072413722,ns,ns -,5
paragraph,2,1,RegRateTotal,gunning_fog_index,-0.0008672417779921,0.3445275833578277,ns,ns -,5
paragraph,2,1,RegRateTotal,lexile,0.0002365965961831,0.677415094605459,ns,ns +,5
paragraph,2,1,RegRateTotal,llama-3.3-70b-versatile_clear_prompt,0.0003158836181662,0.717373492562857,ns,ns +,5
paragraph,2,1,RegRateTotal,mean_entropy_pythia,-0.0001866370342575,0.8343455362287321,ns,ns -,5
paragraph,2,1,RegRateTotal,smog_index,0.0004297838890221,0.7873154279725977,ns,ns +,5
paragraph,2,1,RegRateTotal,text_evaluator,-0.0010460989565822,0.1809473969803718,ns,ns -,5
paragraph,2,1,RegRateTotal,wordFreq_frequency,-0.0006814032054256,0.6919638551483347,ns,ns -,5
paragraph,2,1,RegRateTotal,word_length,0.0007710977757309,0.5331061799148319,ns,ns +,5
sentence,0,0,mean_NF,ARI,0.0002524619520474,0.6974517902712137,ns,ns +,5
sentence,0,0,mean_NF,CAREC,0.0009848080680664,0.4599237045852014,ns,ns +,5
sentence,0,0,mean_NF,CARES,0.000250824399999,0.5500192617053603,ns,ns +,5
sentence,0,0,mean_NF,CML2RI,0.0007117908557166,0.2375416689314065,ns,ns +,5
sentence,0,0,mean_NF,PLL_bert-base-uncased,0.0007411565525308,0.0247395767755085,*,* +,5
sentence,0,0,mean_NF,Pythia 70M Mean,0.0015958857255522,0.0840291895765787,ns,ns +,5
sentence,0,0,mean_NF,SBERT,0.0002388602218426,0.8152048056471437,ns,ns +,5
sentence,0,0,mean_NF,avg_embedding_depth,5.783135723452068e-05,0.8953424163510142,ns,ns +,5
sentence,0,0,mean_NF,avg_integration_cost,8.721779817368604e-05,0.8011749574163308,ns,ns +,5
sentence,0,0,mean_NF,claude-sonnet-4-0_clear_prompt,0.0006333176634382,0.5958600692757605,ns,ns +,5
sentence,0,0,mean_NF,coleman_liau_index,0.0002758703895829,0.824288564570715,ns,ns +,5
sentence,0,0,mean_NF,cpidr_density,-0.0004174820354243,0.4014786128841512,ns,ns -,5
sentence,0,0,mean_NF,dale_chall_score,0.0011436626234754,0.1336143464285641,ns,ns +,5
sentence,0,0,mean_NF,flesch_kincaid_grade_score,0.0001310140528368,0.781844413852086,ns,ns +,5
sentence,0,0,mean_NF,flesch_reading_ease,0.0004136017092886,0.4260343413597572,ns,ns +,5
sentence,0,0,mean_NF,gemini-2.0-flash_clear_prompt,-0.0006198004705546,0.0565113651150756,ns,ns -,5
sentence,0,0,mean_NF,gemini-2.5-pro_clear_prompt,0.0006914052170387,0.374585679797838,ns,ns +,5
sentence,0,0,mean_NF,gpt-4o_clear_prompt,0.000149009445551,0.8347279176869364,ns,ns +,5
sentence,0,0,mean_NF,gpt-5_clear_prompt,0.0007766757211721,0.1083047343165881,ns,ns +,5
sentence,0,0,mean_NF,gunning_fog_index,4.1636569169521705e-06,0.9926665196588512,ns,ns +,5
sentence,0,0,mean_NF,lexile,0.0005263381361585,0.1874245829618918,ns,ns +,5
sentence,0,0,mean_NF,llama-3.3-70b-versatile_clear_prompt,0.0006124661488731,0.5214381272360498,ns,ns +,5
sentence,0,0,mean_NF,mean_entropy_pythia,0.0018510822334012,0.1080122337785861,ns,ns +,5
sentence,0,0,mean_NF,text_evaluator,-0.0003376691110455,0.452623693449571,ns,ns -,5
sentence,0,0,mean_NF,wordFreq_frequency,0.0009223260322563,0.0686022154495717,ns,ns +,5
sentence,0,0,mean_NF,word_length,0.0008882973681046,0.3785148765210549,ns,ns +,5
paragraph,0,1,mean_NF,ARI,0.0009067273715995,0.6599671064772337,ns,ns +,5
paragraph,0,1,mean_NF,CAREC,0.0004788908028003,0.513776126784505,ns,ns +,5
paragraph,0,1,mean_NF,CARES,-0.002046484604942,0.0064482981320958,**,** -,5
paragraph,0,1,mean_NF,CML2RI,-0.0014733395007728,0.1561030176462844,ns,ns -,5
paragraph,0,1,mean_NF,PLL_bert-base-uncased,-0.0006118872641804,0.5144919423227373,ns,ns -,5
paragraph,0,1,mean_NF,Pythia 70M Mean,-0.0020458906354757,0.2967478592566446,ns,ns -,5
paragraph,0,1,mean_NF,SBERT,-0.000108890506839,0.9005501948337993,ns,ns -,5
paragraph,0,1,mean_NF,avg_embedding_depth,0.0006787404663746,0.686483032582945,ns,ns +,5
paragraph,0,1,mean_NF,avg_integration_cost,-0.0005452866935571,0.2502427073638061,ns,ns -,5
paragraph,0,1,mean_NF,claude-sonnet-4-0_clear_prompt,0.000641099312761,0.8124038667470693,ns,ns +,5
paragraph,0,1,mean_NF,coleman_liau_index,0.0006448791600453,0.7286283071377181,ns,ns +,5
paragraph,0,1,mean_NF,cpidr_density,-0.000200236069589,0.8642754474659452,ns,ns -,5
paragraph,0,1,mean_NF,dale_chall_score,-0.0007935506403073,0.3451045613917076,ns,ns -,5
paragraph,0,1,mean_NF,flesch_kincaid_grade_score,0.0009642854340089,0.6237936286871646,ns,ns +,5
paragraph,0,1,mean_NF,flesch_reading_ease,4.597568537127038e-05,0.9819515409898468,ns,ns +,5
paragraph,0,1,mean_NF,gemini-2.0-flash_clear_prompt,0.0023103589219711,0.1802936526881558,ns,ns +,5
paragraph,0,1,mean_NF,gemini-2.5-pro_clear_prompt,0.0006344692166685,0.6240721915350835,ns,ns +,5
paragraph,0,1,mean_NF,gpt-4o_clear_prompt,0.0005943456920186,0.5624906698801218,ns,ns +,5
paragraph,0,1,mean_NF,gpt-5_clear_prompt,0.0002356415507044,0.889974644443844,ns,ns +,5
paragraph,0,1,mean_NF,gunning_fog_index,0.001180773388241,0.4774924880918391,ns,ns +,5
paragraph,0,1,mean_NF,lexile,0.0016136218359531,0.013648843283086,*,* +,5
paragraph,0,1,mean_NF,llama-3.3-70b-versatile_clear_prompt,-0.0003262282098442,0.5873676903528574,ns,ns -,5
paragraph,0,1,mean_NF,mean_entropy_pythia,-0.0008752106604269,0.4805056006140372,ns,ns -,5
paragraph,0,1,mean_NF,smog_index,0.0011835597553878,0.341127831472693,ns,ns +,5
paragraph,0,1,mean_NF,text_evaluator,0.0001671151866603,0.9149278814487032,ns,ns +,5
paragraph,0,1,mean_NF,wordFreq_frequency,-0.0020474897463228,0.3108895415377598,ns,ns -,5
paragraph,0,1,mean_NF,word_length,0.0013232811050305,0.450232924048808,ns,ns +,5
sentence,1,0,mean_FirstPassGD,ARI,0.0009815460470019,0.2946426337479957,ns,ns +,5
sentence,1,0,mean_FirstPassGD,CAREC,-5.382797388962224e-05,0.9597502446048856,ns,ns -,5
sentence,1,0,mean_FirstPassGD,CARES,0.0007637047804218,0.5120630146533269,ns,ns +,5
sentence,1,0,mean_FirstPassGD,CML2RI,0.0002904461411372,0.7025195227274523,ns,ns +,5
sentence,1,0,mean_FirstPassGD,PLL_bert-base-uncased,0.0001113045352383,0.8885562644931524,ns,ns +,5
sentence,1,0,mean_FirstPassGD,Pythia 70M Mean,0.0002093269408039,0.7700973587587843,ns,ns +,5
sentence,1,0,mean_FirstPassGD,SBERT,0.0010881404933861,0.1614698948633005,ns,ns +,5
sentence,1,0,mean_FirstPassGD,avg_embedding_depth,0.0007055925486947,0.2540951243941934,ns,ns +,5
sentence,1,0,mean_FirstPassGD,avg_integration_cost,0.0001171566420181,0.8550887364859548,ns,ns +,5
sentence,1,0,mean_FirstPassGD,claude-sonnet-4-0_clear_prompt,0.0015069248635801,0.2753125738458141,ns,ns +,5
sentence,1,0,mean_FirstPassGD,coleman_liau_index,0.0005847824866003,0.6970834420658161,ns,ns +,5
sentence,1,0,mean_FirstPassGD,cpidr_density,-0.000117428741703,0.5066817210872221,ns,ns -,5
sentence,1,0,mean_FirstPassGD,dale_chall_score,0.0009263819303894,0.3786951469429614,ns,ns +,5
sentence,1,0,mean_FirstPassGD,flesch_kincaid_grade_score,0.0008728725396922,0.2503942898018658,ns,ns +,5
sentence,1,0,mean_FirstPassGD,flesch_reading_ease,0.0006410003558322,0.571813688919624,ns,ns +,5
sentence,1,0,mean_FirstPassGD,gemini-2.0-flash_clear_prompt,0.0005707038446989,0.4800467419952015,ns,ns +,5
sentence,1,0,mean_FirstPassGD,gemini-2.5-pro_clear_prompt,0.0007176114435431,0.3045302820643902,ns,ns +,5
sentence,1,0,mean_FirstPassGD,gpt-4o_clear_prompt,0.0007978635157407,0.4795206014186912,ns,ns +,5
sentence,1,0,mean_FirstPassGD,gpt-5_clear_prompt,0.000560817451245,0.6689579141223969,ns,ns +,5
sentence,1,0,mean_FirstPassGD,gunning_fog_index,0.0006412087428678,0.1504046047280132,ns,ns +,5
sentence,1,0,mean_FirstPassGD,lexile,0.0006317385693303,0.1190764726837757,ns,ns +,5
sentence,1,0,mean_FirstPassGD,llama-3.3-70b-versatile_clear_prompt,0.0009114309411279,0.5695638631393651,ns,ns +,5
sentence,1,0,mean_FirstPassGD,mean_entropy_pythia,8.895157452382796e-05,0.903054468591265,ns,ns +,5
sentence,1,0,mean_FirstPassGD,text_evaluator,0.0003180375520752,0.6698443265050498,ns,ns +,5
sentence,1,0,mean_FirstPassGD,wordFreq_frequency,-0.0003575333180152,0.6897422089617782,ns,ns -,5
sentence,1,0,mean_FirstPassGD,word_length,0.0005711480717363,0.7225299617254324,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,ARI,0.0016864578729321,0.2383436505486562,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,CAREC,-0.0005634560044829,0.6323489344673203,ns,ns -,5
paragraph,1,1,mean_FirstPassGD,CARES,0.0005020671415089,0.664975959853464,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,CML2RI,-0.0012779462577024,0.4931077815858965,ns,ns -,5
paragraph,1,1,mean_FirstPassGD,PLL_bert-base-uncased,-0.0007388466326986,0.4277944972144858,ns,ns -,5
paragraph,1,1,mean_FirstPassGD,Pythia 70M Mean,0.0007759377379517,0.5541009593624424,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,SBERT,0.0001393185089579,0.9279558687926344,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,avg_embedding_depth,0.0019748790538555,0.2746441171521238,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,avg_integration_cost,5.7439463054522735e-05,0.9096129278778582,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,claude-sonnet-4-0_clear_prompt,-0.0011234362199392,0.5670148463955317,ns,ns -,5
paragraph,1,1,mean_FirstPassGD,coleman_liau_index,0.0018948841357872,0.0527889699150239,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,cpidr_density,-0.0002887337132657,0.6899389572327594,ns,ns -,5
paragraph,1,1,mean_FirstPassGD,dale_chall_score,5.010554582935254e-05,0.9580035851455028,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,flesch_kincaid_grade_score,0.0018364663983133,0.291331202880788,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,flesch_reading_ease,0.0025231904058428,0.1995193181008616,ns,ns +,5
paragraph,1,1,mean_FirstPassGD,gemini-2.0-flash_clear_prompt,0.0019031797585562,0.1363856984205102,ns,ns +,5
